,id,comment_text_x,target_x,toxicity_annotator_count_x,severe_toxicity_x,obscene_x,threat_x,insult_x,identity_attack_x,male_x,female_x,transgender_x,other_gender_x,heterosexual_x,homosexual_gay_or_lesbian_x,bisexual_x,other_sexual_orientation_x,christian_x,jewish_x,muslim_x,hindu_x,buddhist_x,atheist_x,other_religion_x,black_x,white_x,asian_x,latino_x,other_race_or_ethnicity_x,physical_disability_x,intellectual_or_learning_disability_x,psychiatric_or_mental_illness_x,other_disability_x,comment_text_y,target_y,toxicity_annotator_count_y,severe_toxicity_y,obscene_y,threat_y,insult_y,identity_attack_y,male_y,female_y,transgender_y,other_gender_y,heterosexual_y,homosexual_gay_or_lesbian_y,bisexual_y,other_sexual_orientation_y,christian_y,jewish_y,muslim_y,hindu_y,buddhist_y,atheist_y,other_religion_y,black_y,white_y,asian_y,latino_y,other_race_or_ethnicity_y,physical_disability_y,intellectual_or_learning_disability_y,psychiatric_or_mental_illness_y,other_disability_y,word_count
1311,347820,"How ironic that most liberals and gay rights people who support Muslim refugees, support people who stand so strongly against homosexuality. While the Christian Bible only have one passage condemning homosexual behavior, Islamic Koran got several paragraphs on the subject and Koran clearly stated the death penalty for gays.  Most Muslims believe that homosexual activity is utterly blasphemous to God and even if they don't say it out loud or claims they deplored what happened.......if they believes in the Koran as deeply as they all claims, they cannot help but to approved of what just happened. And this commentary  shouldn't be considered hateful or nasty. It is the way of life in the world of Islam. How many gay bars do you find in the Middle East (not including Israel)??? How many Muslims are there who claims to be gay?? (zero to none??)",0.5,10,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"How ironic that most liberals and gay rights people who support Muslim refugees, support people who stand so strongly against homosexuality. While the Christian Bible only have one passage condemning homosexual behavior, Islamic Koran got several paragraphs on the subject and Koran clearly stated the death penalty for gays.  Most Muslims believe that homosexual activity is utterly blasphemous to God and even if they don't say it out loud or claims they deplored what happened.......if they believes in the Koran as deeply as they all claims, they cannot help but to approved of what just happened. And this commentary  shouldn't be considered hateful or nasty. It is the way of life in the world of Islam. How many gay bars do you find in the Middle East (not including Israel)??? How many Muslims are there who claims to be gay?? (zero to none??)",0.5,10,0.0,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143
1314,347901,"So I'll ask you too Mr. Travis. What evidence you have that Secretary of State/Senator Clinton has ever done anything illegal let alone criminal. Yes she is under investigation as is former Secretary of State Powell for using private email servers. Just as with Benghazi, the suicide of Vincent Foster, or any number of trumped up attacks over the past thirty years have no foundation the email non scandal will turn out to be a nothing burger as well then right wing media that you are apparently in thrall to will launch a new trumped up attack based on nothing against her. Your fav sources of misinformation are terrified that a woman let alone a Clinton would be in position to become POTUS in a massive landslide election because once again the candidate fielded by the GOP is such a loser and fraud. Show me something real that proves Hillary Clinton is not qualified to be the next POTUS. She will be you know.",0.4,10,0.1,0.0,0.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"So I'll ask you too Mr. Travis. What evidence you have that Secretary of State/Senator Clinton has ever done anything illegal let alone criminal. Yes she is under investigation as is former Secretary of State Powell for using private email servers. Just as with Benghazi, the suicide of Vincent Foster, or any number of trumped up attacks over the past thirty years have no foundation the email non scandal will turn out to be a nothing burger as well then right wing media that you are apparently in thrall to will launch a new trumped up attack based on nothing against her. Your fav sources of misinformation are terrified that a woman let alone a Clinton would be in position to become POTUS in a massive landslide election because once again the candidate fielded by the GOP is such a loser and fraud. Show me something real that proves Hillary Clinton is not qualified to be the next POTUS. She will be you know.",0.4,10,0.1,0.0,0.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164
1320,347979,"The president is, of course being chastised for not saying this was ""Islamist"" terrorism.  There is no doubt  that this deranged killer THOUGHT he was acting in the name of Islam and even gave credit to Isis.

What do actual American Muslims  leaders  have to say about the shooting?
""The head of the Council on American-Islamic Relations urged politicians not to ""score points"" or ""exploit fear"" in the aftermath of the attack. Nihad Awad said: 'This is the time for unity and faith.""
""Homophobia, transphobia, Islamaphobia are interconnected systems""
In a direct message to IS, who have said they are behind the attack, Mr Awad said: ""How would you stand before God and answer to your crimes against thousands of innocent people?
""You do not speak for us. You do not represent us. You are an aberration.""
(of course, the Muslim-bashers will turn this in to an excuse to attack CAIR)",0.6,10,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The president is, of course being chastised for not saying this was ""Islamist"" terrorism.  There is no doubt  that this deranged killer THOUGHT he was acting in the name of Islam and even gave credit to Isis.

What do actual American Muslims  leaders  have to say about the shooting?
""The head of the Council on American-Islamic Relations urged politicians not to ""score points"" or ""exploit fear"" in the aftermath of the attack. Nihad Awad said: 'This is the time for unity and faith.""
""Homophobia, transphobia, Islamaphobia are interconnected systems""
In a direct message to IS, who have said they are behind the attack, Mr Awad said: ""How would you stand before God and answer to your crimes against thousands of innocent people?
""You do not speak for us. You do not represent us. You are an aberration.""
(of course, the Muslim-bashers will turn this in to an excuse to attack CAIR)",0.6,10,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151
1321,348041,"I don't have to repudiate my faith to reject the Da'esh.  They don't represent a majority among my Sunni brethren, and they don't represent we Shi'a at all.  That's why they want to kill us.  Doesn't require me to be delusional to conclude the Da'esh ain't Muslim.  All it requires is an understanding of the fundamentals of the faith--which you clearly do not have and therefore aren't qualified to 'inform' me about my faith--as well as a modicum of common sense and self-preservation.  Da'esh want to kill all Shi'a Muslims.  I and my family are Shi'a Muslim.  It's therefore not a logical stretch for me to hate them.  It is, however, a logical stretch on your part to 'lump' me with them.  But then, bigotry is seldom logical.",0.6,10,0.1,0.0,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I don't have to repudiate my faith to reject the Da'esh.  They don't represent a majority among my Sunni brethren, and they don't represent we Shi'a at all.  That's why they want to kill us.  Doesn't require me to be delusional to conclude the Da'esh ain't Muslim.  All it requires is an understanding of the fundamentals of the faith--which you clearly do not have and therefore aren't qualified to 'inform' me about my faith--as well as a modicum of common sense and self-preservation.  Da'esh want to kill all Shi'a Muslims.  I and my family are Shi'a Muslim.  It's therefore not a logical stretch for me to hate them.  It is, however, a logical stretch on your part to 'lump' me with them.  But then, bigotry is seldom logical.",0.6,10,0.1,0.0,0.2,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
1327,348161,"I thought the original subject was Muslims killing people here in the US.   But I did bring up the Saudi's because you seem to think the anti-homosexual bias is some ancient no longer applicable belief.  You are wrong; if you go to Saudi Arabia and practice homosexuality, you would be DEAD wrong.   

As an agnostic, I think all these religions are merely another tool for egotistical  people to exercise power over those who they convince that their 'religion' has some validity.

I don't think you really have the same view of Islam that I learned from practicing Muslims from both Sunni and Shi'a backgrounds.  They believe.  Islam is the Submission to Allah!  To deny any of  the teachings is to be apostate.  What Muhammed said centuries ago is not 'old testament' stuff.  It is The Word Of God!  To deny anything Mohammed said is punishable by death.  Period.  

They make Hasidic Jews look like reformers.",0.4,10,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I thought the original subject was Muslims killing people here in the US.   But I did bring up the Saudi's because you seem to think the anti-homosexual bias is some ancient no longer applicable belief.  You are wrong; if you go to Saudi Arabia and practice homosexuality, you would be DEAD wrong.   

As an agnostic, I think all these religions are merely another tool for egotistical  people to exercise power over those who they convince that their 'religion' has some validity.

I don't think you really have the same view of Islam that I learned from practicing Muslims from both Sunni and Shi'a backgrounds.  They believe.  Islam is the Submission to Allah!  To deny any of  the teachings is to be apostate.  What Muhammed said centuries ago is not 'old testament' stuff.  It is The Word Of God!  To deny anything Mohammed said is punishable by death.  Period.  

They make Hasidic Jews look like reformers.",0.4,10,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155
1328,348176,"You take it from this article that these are so called all mentally ill when actually 
most of the problems were caused by liberalism ie people feeling sorry for those who won't help themselves, people from a lost generation, people with alcohol/ drug problems, and the list goes on. By the way many cancers were caused by how you were raised along with obesity, lazyness, poor manners, diabetes, and general poor health. Look back at the pictures of the people just after ww2 and see how healthy they were and without drugs. Sure there were people with problems but people didn't blame it on everyone else and families helped their own.",0.4,10,0.0,0.2,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,"You take it from this article that these are so called all mentally ill when actually 
most of the problems were caused by liberalism ie people feeling sorry for those who won't help themselves, people from a lost generation, people with alcohol/ drug problems, and the list goes on. By the way many cancers were caused by how you were raised along with obesity, lazyness, poor manners, diabetes, and general poor health. Look back at the pictures of the people just after ww2 and see how healthy they were and without drugs. Sure there were people with problems but people didn't blame it on everyone else and families helped their own.",0.4,10,0.0,0.2,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,111
1334,348399,"In 2013, firearms were used in 84,258 nonfatal injuries (26.65 per 100,000 U.S. citizens)  and 11,208 deaths by homicide (3.5 per 100,000), 21,175 by suicide with a firearm, 505 deaths due to accidental discharge of a firearm, and 281 deaths due to firearms-use with ""undetermined intent"" for a total of 33,169 deaths related to firearms (excluding firearm deaths due to legal intervention). 1.3% of all deaths in the country were related to firearms.

So should we be more worried about nutcase U.S.-born Muslims, or the proliferation of firearms?  Should we go along with the NRA's victories to keep us from being protected from lunatics acquiring guns, domestic violence criminals from getting AK-47s, or children under five picking up guns and killing their siblings or friends? The NRA was even able to keep explosives used in domestic terrorism from being tagged so law enforcement could track those vendors who were supplying bombers.",0.4,10,0.1,0.1,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In 2013, firearms were used in 84,258 nonfatal injuries (26.65 per 100,000 U.S. citizens)  and 11,208 deaths by homicide (3.5 per 100,000), 21,175 by suicide with a firearm, 505 deaths due to accidental discharge of a firearm, and 281 deaths due to firearms-use with ""undetermined intent"" for a total of 33,169 deaths related to firearms (excluding firearm deaths due to legal intervention). 1.3% of all deaths in the country were related to firearms.

So should we be more worried about nutcase U.S.-born Muslims, or the proliferation of firearms?  Should we go along with the NRA's victories to keep us from being protected from lunatics acquiring guns, domestic violence criminals from getting AK-47s, or children under five picking up guns and killing their siblings or friends? The NRA was even able to keep explosives used in domestic terrorism from being tagged so law enforcement could track those vendors who were supplying bombers.",0.4,10,0.1,0.1,0.1,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151
1335,348415,"Could there be a worse advocate of raiding the Permanent Fund earnings than McGuire?  NO!  Not too many years ago McGuire was thrown off an Alaska Airlines flight for her deranged behavior.

Recall that McGuire spent $40,000 last year on travel, to places like Paris.  And that McGuire's staffers spent $500 per night on fancy hotel rooms.

McGuire voted to give away Alaska's oil with SB-21, (to the tune, currently of about $10 billion per year), and McGuire supports corporate welfare, which if eliminated, would be a greater saving than the Permanent Fund raid she is screwing Alaskans with.

Corporate welfare of $700 million per year to Big Oil is different than funding schools or Troopers.  The difference?  We actually need Troopers, and educated kids.

We'd expect this sort of betrayal, and rank stupididty, from a woman who was married to a convicted felon.  A felon, who sold his office to Big Oil.

Thankfully McGuire is finished as a legislator and will not be coming back.",0.5,10,0.0,0.0,0.0,0.4,0.1,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Could there be a worse advocate of raiding the Permanent Fund earnings than McGuire?  NO!  Not too many years ago McGuire was thrown off an Alaska Airlines flight for her deranged behavior.

Recall that McGuire spent $40,000 last year on travel, to places like Paris.  And that McGuire's staffers spent $500 per night on fancy hotel rooms.

McGuire voted to give away Alaska's oil with SB-21, (to the tune, currently of about $10 billion per year), and McGuire supports corporate welfare, which if eliminated, would be a greater saving than the Permanent Fund raid she is screwing Alaskans with.

Corporate welfare of $700 million per year to Big Oil is different than funding schools or Troopers.  The difference?  We actually need Troopers, and educated kids.

We'd expect this sort of betrayal, and rank stupididty, from a woman who was married to a convicted felon.  A felon, who sold his office to Big Oil.

Thankfully McGuire is finished as a legislator and will not be coming back.",0.5,10,0.0,0.0,0.0,0.4,0.1,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166
1336,348421,"The bible also says that we should kill anyone who eats shellfish, works on the sabbath, plants two kinds of crops in the same field, wears clothes of mixed fabric, have the entire town stone your unruly children to death, and if the town you live in allows even one person to live there who believes in a different god (or no god) that it is your duty to kill every one of them, their livestock, and raze their buildings to the ground leaving virtually nothing of them behind.

Tell us all again why we should care what it says in the bible?",0.4,10,0.1,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The bible also says that we should kill anyone who eats shellfish, works on the sabbath, plants two kinds of crops in the same field, wears clothes of mixed fabric, have the entire town stone your unruly children to death, and if the town you live in allows even one person to live there who believes in a different god (or no god) that it is your duty to kill every one of them, their livestock, and raze their buildings to the ground leaving virtually nothing of them behind.

Tell us all again why we should care what it says in the bible?",0.4,10,0.1,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
1337,348448,"Quran (7:80-84) - ""...For ye practice your lusts on men in preference to women: ye are indeed a people transgressing beyond bounds.... And we rained down on them a shower (of brimstone)"".  So the most intolerant and easily influenced followers of Islam feel that they have a duty to make that happen.  And the others ... are not sure.  
Of course the Bible has a similar verse, but the New Testament then has a better message to love your neighbor and to love God.  And that helps considerably, for most people.
Muslims are a greater danger to gay people than Christians are.  I stand with our gay brothers and sister in solidarity against Muslim terrorists.",0.5,10,0.2,0.0,0.0,0.3,0.5,1.0,0.8333333333333333,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.6666666666666666,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Quran (7:80-84) - ""...For ye practice your lusts on men in preference to women: ye are indeed a people transgressing beyond bounds.... And we rained down on them a shower (of brimstone)"".  So the most intolerant and easily influenced followers of Islam feel that they have a duty to make that happen.  And the others ... are not sure.  
Of course the Bible has a similar verse, but the New Testament then has a better message to love your neighbor and to love God.  And that helps considerably, for most people.
Muslims are a greater danger to gay people than Christians are.  I stand with our gay brothers and sister in solidarity against Muslim terrorists.",0.5,10,0.2,0.0,0.0,0.3,0.5,1.0,0.8333333333333333,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.6666666666666666,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
1341,348524,"And the deflection begins again!

Another shooting, this time part of the 3.5% of the population was the target.  So the typical outcry is eliminate guns or eliminate discrimination or more hate crimes laws.  When the real ""cause"" had nothing to do with firearms or discrimination.  The base cause is cultural.  The shooter's culture vs American culture.

Shooter's Father is pro Taliban, anti American.  As a Muslim is anti gay and no doubt expressed that at home.  Shooter claimed to be ISIS supporter via reported 911 call before the act.  ISIS announced an attack 3 days before.  Shooter's ex wife now reports shooter was erratic.  These are the storyline so far.

He and his Father were known to the FBI and ""on their radar"" but the FBI couldn't tie them to any terror cell.  Just like the Boston bomber and the San Bernardino shooters.  The FBI was useless or complicit.  

Access to firearms?  If he was on the FBI radar, why was his background check cleared by the Feds?    Think a little.",0.4,10,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"And the deflection begins again!

Another shooting, this time part of the 3.5% of the population was the target.  So the typical outcry is eliminate guns or eliminate discrimination or more hate crimes laws.  When the real ""cause"" had nothing to do with firearms or discrimination.  The base cause is cultural.  The shooter's culture vs American culture.

Shooter's Father is pro Taliban, anti American.  As a Muslim is anti gay and no doubt expressed that at home.  Shooter claimed to be ISIS supporter via reported 911 call before the act.  ISIS announced an attack 3 days before.  Shooter's ex wife now reports shooter was erratic.  These are the storyline so far.

He and his Father were known to the FBI and ""on their radar"" but the FBI couldn't tie them to any terror cell.  Just like the Boston bomber and the San Bernardino shooters.  The FBI was useless or complicit.  

Access to firearms?  If he was on the FBI radar, why was his background check cleared by the Feds?    Think a little.",0.4,10,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172
1343,348545,"Sure, no precedent of moving the confiscatory goalposts ever is there.  Recall the GCA 1968, the ""saturday night special"" ban?  How'd that work?  And you appear to have an all knowing attitude about where to draw the line on what should be banned.  How about my 10/22?  My BAR?  Is my high capacity lever action or semi auto shotgun next?  And really, what you advocate would limit what exactly?-you would presumably feel better if there were only 25 dead say?  Putting a GC bandaid on the sicko human condition does nothing to address the real problem, in this case the predictable homegrown radical islamic terrorist.",0.4,10,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sure, no precedent of moving the confiscatory goalposts ever is there.  Recall the GCA 1968, the ""saturday night special"" ban?  How'd that work?  And you appear to have an all knowing attitude about where to draw the line on what should be banned.  How about my 10/22?  My BAR?  Is my high capacity lever action or semi auto shotgun next?  And really, what you advocate would limit what exactly?-you would presumably feel better if there were only 25 dead say?  Putting a GC bandaid on the sicko human condition does nothing to address the real problem, in this case the predictable homegrown radical islamic terrorist.",0.4,10,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
1345,348590,"The biggest terrorist tie is the corporate sponsored NRA lobby. They have enabled the terrorists with their weapon of choice, the SAR. And Trump has made it clear he is the enabler's enabler. The guy's ex-wife said he was crazy. Plain and simple. He wants sane folks to hate Islam. So keep playing into their hands. Keep letting SARS flood into the hands and lands of this country. If that doesn't sit well with you, then call and write our wonderful senators and congressman. I'm sure they will tell you that they sleep better at night allowing SARS into the hands of anyone who has enough money to buy one. Otherwise just put a muzzle on it. The sane gun law people don't want to hear how your fun will be so shot to s*#t and your rights will be so trampled on if you're not able to buy that new SAR. There are 49 dead people who don't care what you think and one dead terrorist who wants to thank you and his enabling NRA buddy, Mr. La Pierre.",0.4,10,0.0,0.3,0.1,0.4,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"The biggest terrorist tie is the corporate sponsored NRA lobby. They have enabled the terrorists with their weapon of choice, the SAR. And Trump has made it clear he is the enabler's enabler. The guy's ex-wife said he was crazy. Plain and simple. He wants sane folks to hate Islam. So keep playing into their hands. Keep letting SARS flood into the hands and lands of this country. If that doesn't sit well with you, then call and write our wonderful senators and congressman. I'm sure they will tell you that they sleep better at night allowing SARS into the hands of anyone who has enough money to buy one. Otherwise just put a muzzle on it. The sane gun law people don't want to hear how your fun will be so shot to s*#t and your rights will be so trampled on if you're not able to buy that new SAR. There are 49 dead people who don't care what you think and one dead terrorist who wants to thank you and his enabling NRA buddy, Mr. La Pierre.",0.4,10,0.0,0.3,0.1,0.4,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,180
1351,348712,"Rivers, bad idea because if Anchorage create a homeless camp, then Anchorage will be responsible for all the things that goes on in that homeless camp. If this city officially create a homeless camp, it would be a bottomless pit of responsibility and destruction of any sort of financial stability this city ever hope to have. That is why, most cities never adopt such an approach. Cost over run will bankrupt any city. Even places like Honolulu who got homeless problems that utterly dwarf Anchorage's, wasn't that stupid to create a homeless camp.....cost and responsibility simply will be too high. In fact, many cities are now taking the opposite tack, realizing the compassion, care and support for the homeless, are actually enabling and encouraging the homeless. We should also understand that many of the homeless who are mentally ill....often choose NOT to take their medication during the period when they are totally lucid, able and high functioning. Just like Mr.Ensley in this article.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,"Rivers, bad idea because if Anchorage create a homeless camp, then Anchorage will be responsible for all the things that goes on in that homeless camp. If this city officially create a homeless camp, it would be a bottomless pit of responsibility and destruction of any sort of financial stability this city ever hope to have. That is why, most cities never adopt such an approach. Cost over run will bankrupt any city. Even places like Honolulu who got homeless problems that utterly dwarf Anchorage's, wasn't that stupid to create a homeless camp.....cost and responsibility simply will be too high. In fact, many cities are now taking the opposite tack, realizing the compassion, care and support for the homeless, are actually enabling and encouraging the homeless. We should also understand that many of the homeless who are mentally ill....often choose NOT to take their medication during the period when they are totally lucid, able and high functioning. Just like Mr.Ensley in this article.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,163
1356,348803,"I taught my boys that they have to do the work for themselves AND the girl.  That they were responsible for the girl, even if she was throwing herself at them (which, sadly happens and happened too much because the girls were not taught how to be ladies) that they had to be a gentlemen on her behalf.  Because if something happened it would be the boy they came after, not the girl.  She would just get away with her provocative behavior and they would hold him responsible.  He would be on the hook for child support if a child were produced and he would be the one responsible if she later cried rape.  Yes, girls and women need to be taught that if you dress like a $2 whore and rub up against a guy and heaven forbid add alcohol to the mix, you are asking for trouble.  So I want to read an article about how to teach your girls not to put themselves in vulnerable positions where a cad can take advantage of them.  The responsibility is on BOTH parties.",0.4,10,0.1,0.2,0.0,0.3,0.3,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I taught my boys that they have to do the work for themselves AND the girl.  That they were responsible for the girl, even if she was throwing herself at them (which, sadly happens and happened too much because the girls were not taught how to be ladies) that they had to be a gentlemen on her behalf.  Because if something happened it would be the boy they came after, not the girl.  She would just get away with her provocative behavior and they would hold him responsible.  He would be on the hook for child support if a child were produced and he would be the one responsible if she later cried rape.  Yes, girls and women need to be taught that if you dress like a $2 whore and rub up against a guy and heaven forbid add alcohol to the mix, you are asking for trouble.  So I want to read an article about how to teach your girls not to put themselves in vulnerable positions where a cad can take advantage of them.  The responsibility is on BOTH parties.",0.4,10,0.1,0.2,0.0,0.3,0.3,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183
1360,348877,"True fact that. But in a bad situation, a less bad situation is better. The bad guy had control for over 3 hours. Hell if everybody just threw their cell phones at the guy he could have been overtaken with fewer casualties. Waiting 3 hours while texting your last few thoughts is beyond the pale. When the bad guys figure out the success this has had they will come with a dozen gunmen next time and take over a dozen venues. They will hit and run in Gorilla fashion. Neither the Police nor the Army can stop them. The only way to limit this kind of attack is through the use of neighborhood Militias. Regular family men ready to grab their weapon and run into the firefight. It doesn't matter if its a Muslim Terrorist, or a Christian Terrorist, or a horde of Barbarians. Once they are coming down your street it is too late to call the police or the Army. The Army is there to keep them away not help you. The police are there to get them after they leave. Protect Yourself and Neighbor.",0.6,10,0.0,0.1,0.2,0.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"True fact that. But in a bad situation, a less bad situation is better. The bad guy had control for over 3 hours. Hell if everybody just threw their cell phones at the guy he could have been overtaken with fewer casualties. Waiting 3 hours while texting your last few thoughts is beyond the pale. When the bad guys figure out the success this has had they will come with a dozen gunmen next time and take over a dozen venues. They will hit and run in Gorilla fashion. Neither the Police nor the Army can stop them. The only way to limit this kind of attack is through the use of neighborhood Militias. Regular family men ready to grab their weapon and run into the firefight. It doesn't matter if its a Muslim Terrorist, or a Christian Terrorist, or a horde of Barbarians. Once they are coming down your street it is too late to call the police or the Army. The Army is there to keep them away not help you. The police are there to get them after they leave. Protect Yourself and Neighbor.",0.6,10,0.0,0.1,0.2,0.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187
